SMILES,predictions
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)c(OC4OC(C(=O)O)C(O)C(O)C4O)c3)CC2)c1 Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2O)c1 Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)c(O)c3)CC2)c1 Cc1cccc(CN2CCN(C(c3ccc(O)cc3)c3ccc(Cl)cc3)CC2)c1 OCc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1 Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)C[C@@H]2O)c1 Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1O Cc1cc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)ccc1OC1OC(C(=O)O)C(O)C(O)C1O Cc1cc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)ccc1O OCc1cccc(CN2CCN(C(c3ccc(O)cc3)c3ccc(Cl)cc3)CC2)c1
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,CNCc1c(Br)c(Br)cc2c1c(C(=O)O)c(CSc1ccccc1)n2C CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNCO)c12 CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNC=O)c12 CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CNC)c12 CCOC(=O)c1c(C)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)O)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CSc2ccc(OC)cc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CSc2ccc(O)cc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(C(=O)O)n(C)c2cc(Br)c(O)c(CNC)c12 CNCc1c(O)c(Br)cc2c1c(C(=O)O)c(CSc1ccccc1)n2C CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN)c12 CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CNC)c12
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NC(O)C(O)COc1ccc(CC(N)=O)cc1 CC(C)N[C@H](O)[C@@H](O)COc1ccc(CC(N)=O)cc1 CC(C)NCC(O)COc1ccc(CC=O)cc1 CC(C)NCC(COc1ccc(CC(N)=O)cc1)OC1OC(C(=O)O)C(O)C(O)C1O CC(C)N(O)CC(O)COc1ccc(CC(N)=O)cc1 CC(C)NCC(O)COc1ccc(CC(=O)O)cc1 CC(C)(O)NCC(O)COc1ccc(CC(N)=O)cc1 CC(C)NC[C@H](O)COc1ccc(CC(=O)O)cc1 CC(C)NCC(O)COc1ccc(C(O)C(N)=O)cc1 CC(C)NCC(COc1ccc(CC(N)=O)cc1)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O NCC(O)COc1ccc(CC(N)=O)cc1 CC(C)NC[C@H](O)COc1ccc(C(O)C(N)=O)cc1 CC(C)(O)NC[C@H](O)COc1ccc(CC(N)=O)cc1
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,C[N+]1([O-])CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1 CN1CCN(CCCN2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1 CN1CCN(CCCN2c3cc(O)ccc3Sc3ccc(Cl)cc32)CC1 Clc1ccc2c(c1)N(CCCN1CCNCC1)c1ccccc1S2 CN1CCN(CCCN2c3ccccc3S(=O)c3ccc(Cl)cc32)CC1 CN1CCN(CCCN2c3cc(Cl)ccc3Sc3c(O)cccc32)CC1 C[N+]1([O-])CCN(CCCN2c3ccccc3Sc3ccc(O)cc32)CC1 CN1CCN(CCCN2c3ccccc3[S@](=O)c3ccc(Cl)cc32)CC1 C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)C(=O)O)c12 CN(C)Cc1c(Br)c(Br)cc2c1c(C(=O)O)c(CO)n2C CCOC(=O)c1c(COC2OC(C(=O)O)C(O)C(O)C2O)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(C(=O)O)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)CO)c12 CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(C[N+](C)(C)[O-])c12 CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)O)c(CO)n2C CCOC(=O)c1c(CO)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CN(C)C)c12 CCOC(=O)c1c(COS(=O)(=O)O)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(C[N+](C)C)c12 CCOC(=O)c1c(CO)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12 CCOC(=O)c1c(C)n(C)c2cc(Br)c(O)c(CN(C)C)c12
OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Nc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2 O=Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2 O=C(O)C1OC(Oc2ccc(C3=NCc4nnc(CO)n4-c4ccc(Cl)cc43)cc2)C(O)C(O)C1O OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2 O=C(O)c1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2 OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccc(O)cc1)=NC2 Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2 O=C1N=C(c2ccccc2)c2cc(Cl)ccc2-n2c(CO)nnc21 OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O O=C(O)C1OC(OCc2nnc3n2-c2ccc(Cl)cc2C(c2ccccc2)=NC3)C(O)C(O)C1O O=C(O)[C@H]1OC(OCc2nnc3n2-c2ccc(Cl)cc2C(c2ccccc2)=NC3)[C@H](O)[C@@H](O)[C@@H]1O
NC1(c2ccccc2Cl)CCCCC1=O,N[C@]1(c2ccccc2Cl)CC[C@@H](O)CC1=O NC1(c2ccccc2Cl)CCCC(O)C1=O N[C@]1(c2ccccc2Cl)CC(O)CCC1=O NC1(c2ccccc2Cl)CC(O)CCC1=O NC1(c2ccccc2Cl)CCCCC1=O O=C1CCCCC1c1ccccc1Cl NC1(c2ccccc2Cl)CC=CCC1=O NC1(c2ccccc2Cl)CCC(O)CC1=O N[C@]1(c2ccccc2Cl)CCC[C@@H](O)C1=O N[C@]1(c2ccc(O)cc2Cl)CCCCC1=O O=C1CCCCC1(NO)c1ccccc1Cl O=C(O)C1OC(NC2(c3ccccc3Cl)CCCCC2=O)C(O)C(O)C1O O=C1CCCCC1(O)c1ccccc1Cl NC1(c2ccc(O)cc2Cl)CCCCC1=O
NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1 O=C=NS(=O)(=O)c1ccc(Cl)cc1 Cc1cc(Cl)ccc1S(=O)(=O)NC(N)=O NC(=O)NS(=O)(=O)c1ccc(Cl)cc1O NC(=O)NS(=O)(=O)c1ccc(Cl)c(O)c1 O=C(NO)NS(=O)(=O)c1ccc(Cl)cc1 CC(=O)NC(=O)NS(=O)(=O)c1ccc(Cl)cc1 O=C(O)NS(=O)(=O)c1ccc(Cl)cc1 NP(=O)(O)c1ccc(Cl)cc1 O=CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1 NS(=O)(=O)c1ccc(Cl)cc1
NC(CCCCCNOC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)C(=O)O,NCCCCCCNOC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12 NCCCCCC(N)C(=O)O N[C@@H](CCCCCNO)C(=O)O N[C@@H](CCCCCNOC(=O)CCCC[C@H]1[C@H]2NC(=O)N[C@H]2CS1=O)C(=O)O N[C@@H](CCCCCNOC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12 NC(CCCCCNOC(=O)CCCC[C@H]1[C@H]2NC(=O)N[C@H]2CS1=O)C(=O)O NCCCCCCNOC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12 NC(CCCCCNOC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O N[C@@H](CCCCCNOC(=O)[C@@H](O)CCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12)C(=O)O NC(CCCCCNOC(=O)C(O)CCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12)C(=O)O NCCCCC[C@H](N)C(=O)O
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4 C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@]3(C)C[C@H](O)[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3 C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@](C)(O)CC[C@@H]1[C@@]23O C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@](C)(O)CC[C@@H]1[C@]23O C[C@@H]1C[C@H](O)[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4 C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@]3(C)C[C@@H](O)[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3 C[C@@H]1C[C@H](O)[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4 C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4 C[C@@H]1CC[C@H]2[C@@H](CO)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4 C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@](C)(O)CC[C@@H]1[C@]23O C[C@@H]1CC[C@H]2[C@@H](C)[C@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4 C[C@@H]1CC[C@H]2[C@@H](CO)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4
N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1 N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1 N=C(NC=O)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1 N=C(N)Nc1ccc(C(=O)Oc2ccc(C(=O)C(=O)O)cc2)cc1 Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1 N=C(NO)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1 N/C(=N/O)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1 N=C(N)Nc1ccc(C(=O)O)cc1 O=C(O)Cc1ccc(O)cc1 N=C(N)Nc1ccc(C(=O)NC(CC(=O)O)C(=O)O)cc1 N=C(N)Nc1ccc(C(=O)Oc2ccc(C(O)C(=O)O)cc2)cc1 N/C(=N\O)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)C4CCC(=O)O4)CC3)nc(N)c2cc1OC COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(NO)c2cc1OC COc1cc2[nH]c(=N)[nH]c(=N)c2cc1OC COc1cc2nc(N)[nH]c(=N)c2cc1OC COc1cc2c(N)nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc2cc1O COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1O COc1cc2nc(N)nc(N)c2cc1OC COc1cc2c(N)nc(N3CCN(C(=O)C4CCCO4)CC3)nc2cc1O COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(NC3OC(C(=O)O)C(O)C(O)C3O)c2cc1OC COc1cc2nc(N3CCN(C(=O)C4CCC(O)O4)CC3)nc(N)c2cc1OC COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1O COc1cc2nc(N3CC[N-]CC3)nc(N)c2cc1OC
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2c(cc1C(N)=O)c(Oc1ccc(NC(=O)NC3CC3)c(Cl)c1)cc[n+]2[O-] NC(=O)c1cc2c(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)ccnc2cc1O COc1cc2nc(O)cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)O COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)NC1OC(C(=O)O)C(O)C(O)C1O COc1c(C(N)=O)cc2c(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)ccnc2c1OC1OC(C(=O)O)C(O)C(O)C1O COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)NC(C)=O COc1c(C(N)=O)cc2c(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)ccnc2c1O COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4O)c(Cl)c3)c2cc1C(N)=O COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C=O COc1cc2c(cc1C(N)=O)c(Oc1ccc(NC(=O)NC3CC3)c(Cl)c1)cc[n+]2C COc1cc2nccc(Oc3ccc(NC(=O)N[C@H]4C[C@H]4O)c(Cl)c3)c2cc1C(N)=O
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccc(O)cc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(=O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCN(O)C1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(O)cc1)NC(=O)C(C(C)C)N1CCCNC1=O Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCN(S(=O)(=O)O)C1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O Cc1cccc(CO)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O Cc1cc(O)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O Cc1cccc(CO)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(C)c1OCC(=O)NC(Cc1ccc(O)cc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O
O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)c(Cl)cc2N1,O=C1Cc2cc(CCN3CCN(C4=N[S@@](=O)c5cc(O)ccc54)CC3)c(Cl)cc2N1 O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)c(Cl)c(O)c2N1 O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5ccc(O)cc54)CC3)c(Cl)cc2N1 O=C1Cc2cc(CCN3CCN(C4(O)NS(=O)c5ccccc54)CC3)c(Cl)cc2N1 O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)c(Cl)cc2N1S(=O)(=O)O O=C1Cc2cc(CCN3CCN(C4=N[S@@](=O)c5ccc(O)cc54)CC3)c(Cl)cc2N1 O=C1Cc2cc(CCN3CCN(C4NS(=O)c5ccccc54)CC3)c(Cl)cc2N1 O=S1N=C(N2CCNCC2)c2ccccc21 O=C1Nc2cc(Cl)c(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)cc2C1O O=C1Nc2cc(Cl)c(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)cc2C1=O O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5cc(O)ccc54)CC3)c(Cl)cc2N1 O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)c(Cl)cc2N1O
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@@H](OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc([N+](=O)[O-])cc1 O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)C(=O)c1ccc([N+](=O)[O-])cc1 O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl N[C@H](COC(=O)CCC(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1 Nc1ccc([C@@H](O)[C@H](COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)cc1 O=C(O)CCC(=O)OC[C@@H](NC(=O)CCl)C(O)c1ccc([N+](=O)[O-])cc1 O=C(CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1 O=C(O)CCC(=O)OC[C@@H](NC(=O)CCl)[C@H](O)c1ccc([N+](=O)[O-])cc1 O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl O=C(O)CCC(=O)OC[C@H](NC(=O)C(Cl)Cl)C(=O)c1ccc([N+](=O)[O-])cc1 N[C@@H](COC(=O)CCC(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1 Nc1ccc([C@@H](O)[C@@H](COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)cc1 O=C(CCC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1 O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@@H](O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc([N+](=O)[O-])cc1
O=S1(=O)N=C(N2CCNCC2)c2ccccc21,O=S1(=O)N=C(N2CCNC(O)C2)c2ccccc21 O=C1CNCCN1C1=NS(=O)(=O)c2ccccc21 O=S1(=O)N=C(N2CCNCC2)c2cc(O)ccc21 O=S1(=O)N=C(N2CCN(O)CC2)c2ccccc21 O=S1(=O)N=C(N2CCNCC2)c2ccc(O)cc21 NC1=NS(=O)(=O)c2ccccc21 O=S1(=O)N=C([N+]2([O-])CCNCC2)c2ccccc21 O=S1(=O)NC(N2CCNCC2)c2ccccc21 O=S1(=O)N=C(N2CCN(S(=O)(=O)O)CC2)c2ccccc21 O=C1CN(C2=NS(=O)(=O)c3ccccc32)CCN1 O=S1(=O)N=C(N2CCNCC2O)c2ccccc21 O=C1NS(=O)(=O)c2ccccc21
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1cn(C2CC2)c2cc([N+]3([O-])CCNCC3)c(F)cc2c1=O O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O COC(=O)c1cn(C2CC2)c2cc(N3CCN(C(C)=O)CC3)c(F)cc2c1=O O=C(O)c1cn(C2CC2)c2cc(N3CCNC(O)C3)c(F)cc2c1=O O=C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1 O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cn(C2CC2)c2cc(N3CCN(S(=O)(=O)O)CC3)c(F)cc2c1=O O=C(O)c1c[nH]c2cc(N3CCNCC3)c(F)cc2c1=O O=C(O)c1cn(C2CC2)c2cc(N3CCN(C4OC(C(=O)O)C(O)C(O)C4O)CC3)c(F)cc2c1=O O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3O)c(F)cc2c1=O O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3=O)c(F)cc2c1=O O=C(O)c1cn(C2CC2)c2cc(N3CCN(S(=O)(=O)O)CC3)c(F)cc2c1=O
O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,O=C(NOCCO)c1cc2[nH]c(O)nc2c(F)c1Nc1ccc(Br)cc1Cl O=C(NOCCO)c1cc2nc[nH]c2c(F)c1Nc1ccc(Br)cc1 O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1 O=C(NOCCO)c1cc2[nH]c(=O)[nH]c2c(F)c1Nc1ccc(Br)cc1Cl O=C(O)CONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl O=C(NOCCO)c1cc2[nH]cnc2c(F)c1N(O)c1ccc(Br)cc1Cl O=C(NOCCOC1OC(C(=O)O)C(O)C(O)C1O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)c(O)c1Cl O=C(NOCCO)c1cc2nc[nH]c2c(F)c1Nc1ccc(Br)c(O)c1Cl O=C(NOCCO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl O=CCONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl Nc1c(C(=O)NOCCO)cc2[nH]cnc2c1F
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)c(O)c2)CC1 OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 OCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1 [O-][N+]1(CCOCCO)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1 O=CCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 OCCOCCN1CCN(C(c2ccc(O)cc2)c2ccc(Cl)cc2)CC1 OCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 O=C(O)C1OC(Oc2cc(C(c3ccccc3)N3CCN(CCOCCO)CC3)ccc2Cl)C(O)C(O)C1O O=C(O)C1OC(OCCOCCN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)C(O)C(O)C1O O=C(O)[C@H]1OC(OCCOCCN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)[C@H](O)[C@@H](O)[C@@H]1O
